threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,saturation_level
11.0,half_window,50,0.5741319444444445,0.30064484126984126,0.3662566021941022,3.0625,5.5625,3
11.0,quarter_window,25,0.4455357142857143,0.2160342261904762,0.2670754014504015,3.0625,5.5625,3
12.0,full_window,100,0.6990823412698414,0.35553075396825395,0.4374459396984787,2.71875,5.5625,3
12.0,half_window,50,0.5753472222222222,0.26812996031746034,0.3403165121915122,2.71875,5.5625,3
12.0,quarter_window,25,0.4476190476190476,0.19438244047619047,0.25026900183150186,2.71875,5.5625,3
13.0,full_window,100,0.6861979166666666,0.31746031746031744,0.4021720711239423,2.375,5.5625,3
13.0,half_window,50,0.5588541666666667,0.23035714285714284,0.30504842379842384,2.375,5.5625,3
13.0,quarter_window,25,0.4662326388888889,0.17751736111111113,0.2399417711917712,2.375,5.5625,3
14.0,full_window,100,0.6859375,0.2965277777777778,0.3860386355291247,2.15625,5.5625,3
14.0,half_window,50,0.5572916666666666,0.20892857142857144,0.2874199296074296,2.15625,5.5625,3
14.0,quarter_window,25,0.4706597222222222,0.16253720238095237,0.22836740805490807,2.15625,5.5625,3
15.0,full_window,100,0.6645833333333333,0.26284722222222223,0.35716466140472886,1.90625,5.5625,3
15.0,half_window,50,0.5437500000000001,0.18628472222222223,0.2648545898545899,1.90625,5.5625,3
15.0,quarter_window,25,0.46197916666666666,0.1517485119047619,0.21770301457801458,1.90625,5.5625,3
16.0,full_window,100,0.6383680555555555,0.2236111111111111,0.31501252873535485,1.6770833333333333,5.5625,3
16.0,half_window,50,0.5142361111111111,0.15706845238095238,0.23081553862803864,1.6770833333333333,5.5625,3
16.0,quarter_window,25,0.45086805555555554,0.1331473214285714,0.19689222814222815,1.6770833333333333,5.5625,3
17.0,full_window,100,0.6128472222222222,0.19750744047619048,0.28304808114590724,1.4791666666666667,5.5625,3
17.0,half_window,50,0.4791666666666667,0.13053075396825395,0.19590166777666776,1.4791666666666667,5.5625,3
17.0,quarter_window,25,0.41753472222222227,0.11077628968253968,0.16722051097051097,1.4791666666666667,5.5625,3
18.0,full_window,100,0.5677083333333334,0.18183283730158728,0.26119793803217717,1.34375,5.5625,3
18.0,half_window,50,0.4392361111111111,0.11842757936507936,0.17870289432789432,1.34375,5.5625,3
18.0,quarter_window,25,0.3923611111111111,0.10224454365079365,0.15541270072520072,1.34375,5.5625,3
19.0,full_window,100,0.5592013888888888,0.17137896825396826,0.24797205624684415,1.2291666666666667,5.5625,3
19.0,half_window,50,0.43506944444444445,0.11076388888888888,0.16857112794612794,1.2291666666666667,5.5625,3
19.0,quarter_window,25,0.3986111111111111,0.09737103174603175,0.1496790824915825,1.2291666666666667,5.5625,3
20.0,full_window,100,0.5236111111111111,0.1607638888888889,0.23342705263934058,1.125,5.5625,3
20.0,half_window,50,0.41770833333333335,0.1043154761904762,0.16021299302549302,1.125,5.5625,3
20.0,quarter_window,25,0.3829861111111111,0.09241071428571429,0.14317279942279942,1.125,5.5625,3
21.0,full_window,100,0.5043402777777778,0.15301339285714285,0.2238044006386398,1.0104166666666667,5.5625,3
21.0,half_window,50,0.3967013888888889,0.09631696428571429,0.1490628006253006,1.0104166666666667,5.5625,3
21.0,quarter_window,25,0.3619791666666667,0.08441220238095237,0.132022607022607,1.0104166666666667,5.5625,3
22.0,full_window,100,0.4661458333333333,0.13129960317460318,0.19599760598401902,0.84375,5.5625,3
22.0,half_window,50,0.35503472222222227,0.07757936507936508,0.12233495670995671,0.84375,5.5625,3
22.0,quarter_window,25,0.3151041666666667,0.06716269841269841,0.10662578162578162,0.84375,5.5625,3
23.0,full_window,100,0.4522569444444444,0.121875,0.18474572380822382,0.7708333333333334,5.5625,3
23.0,half_window,50,0.33940972222222227,0.07137896825396825,0.11415569384319385,0.7708333333333334,5.5625,3
23.0,quarter_window,25,0.2907986111111111,0.060962301587301586,0.09754689754689755,0.7708333333333334,5.5625,3
24.0,full_window,100,0.37934027777777773,0.10570436507936508,0.15934739528489528,0.65625,5.5625,3
24.0,half_window,50,0.2977430555555555,0.06197916666666667,0.09931607744107744,0.65625,5.5625,3
24.0,quarter_window,25,0.2595486111111111,0.05305059523809524,0.08531144781144782,0.65625,5.5625,3
25.0,full_window,100,0.3532986111111111,0.09429563492063492,0.14387120480870483,0.59375,5.5625,3
25.0,half_window,50,0.2821180555555555,0.05639880952380952,0.0912142255892256,0.59375,5.5625,3
25.0,quarter_window,25,0.24913194444444445,0.04895833333333333,0.07952441077441078,0.59375,5.5625,3
26.0,full_window,100,0.3142361111111111,0.08576388888888888,0.13080131673881676,0.53125,5.5625,3
26.0,half_window,50,0.2638888888888889,0.05317460317460317,0.08620205026455026,0.53125,5.5625,3
26.0,quarter_window,25,0.2309027777777778,0.04573412698412698,0.07451223544973545,0.53125,5.5625,3
27.0,full_window,100,0.2881944444444445,0.07390873015873016,0.11495535714285715,0.4375,5.5625,3
27.0,half_window,50,0.24305555555555555,0.044890873015873016,0.07457010582010583,0.4375,5.5625,3
27.0,quarter_window,25,0.21180555555555555,0.038938492063492064,0.06473214285714286,0.4375,5.5625,3
28.0,full_window,100,0.2777777777777778,0.07217261904761904,0.11197916666666667,0.4166666666666667,5.5625,3
28.0,half_window,50,0.23263888888888887,0.0431547619047619,0.07159391534391535,0.4166666666666667,5.5625,3
28.0,quarter_window,25,0.20138888888888887,0.03720238095238095,0.061755952380952384,0.4166666666666667,5.5625,3
29.0,full_window,100,0.2673611111111111,0.06919642857142856,0.10734953703703703,0.40625,5.5625,3
29.0,half_window,50,0.2222222222222222,0.041666666666666664,0.06898974867724868,0.40625,5.5625,3
29.0,quarter_window,25,0.20138888888888887,0.03720238095238095,0.061755952380952384,0.40625,5.5625,3
30.0,full_window,100,0.24479166666666666,0.06187996031746032,0.09693287037037036,0.34375,5.5625,3
30.0,half_window,50,0.22395833333333334,0.04017857142857143,0.06725363756613757,0.34375,5.5625,3
30.0,quarter_window,25,0.203125,0.03720238095238095,0.06204530423280424,0.34375,5.5625,3
31.0,full_window,100,0.24479166666666666,0.06039186507936508,0.09499007936507936,0.3229166666666667,5.5625,3
31.0,half_window,50,0.22916666666666666,0.04017857142857143,0.06762566137566138,0.3229166666666667,5.5625,3
31.0,quarter_window,25,0.20833333333333334,0.03720238095238095,0.062417328042328045,0.3229166666666667,5.5625,3
32.0,full_window,100,0.234375,0.05629960317460317,0.08920304232804233,0.3020833333333333,5.5625,3
32.0,half_window,50,0.21875,0.03608630952380953,0.06143353174603174,0.3020833333333333,5.5625,3
32.0,quarter_window,25,0.19791666666666666,0.03311011904761905,0.05622519841269841,0.3020833333333333,5.5625,3
33.0,full_window,100,0.19791666666666666,0.04575892857142857,0.07288359788359788,0.2604166666666667,5.5625,3
33.0,half_window,50,0.19791666666666666,0.032862103174603176,0.0558531746031746,0.2604166666666667,5.5625,3
33.0,quarter_window,25,0.17708333333333334,0.0298859126984127,0.05064484126984126,0.2604166666666667,5.5625,3
34.0,full_window,100,0.17708333333333334,0.04055059523809524,0.06455026455026455,0.23958333333333334,5.5625,3
34.0,half_window,50,0.17708333333333334,0.02765376984126984,0.04751984126984127,0.23958333333333334,5.5625,3
34.0,quarter_window,25,0.15625,0.024677579365079364,0.04231150793650793,0.23958333333333334,5.5625,3
35.0,full_window,100,0.17708333333333334,0.04055059523809524,0.06455026455026455,0.22916666666666666,5.5625,3
35.0,half_window,50,0.17708333333333334,0.02765376984126984,0.04751984126984127,0.22916666666666666,5.5625,3
35.0,quarter_window,25,0.15625,0.024677579365079364,0.04231150793650793,0.22916666666666666,5.5625,3
36.0,full_window,100,0.13541666666666666,0.03149801587301587,0.05008267195767196,0.1875,5.5625,3
36.0,half_window,50,0.13541666666666666,0.021825396825396828,0.037309854497354494,0.1875,5.5625,3
36.0,quarter_window,25,0.11458333333333333,0.018849206349206348,0.03210152116402116,0.1875,5.5625,3
37.0,full_window,100,0.11458333333333333,0.026785714285714284,0.04247685185185185,0.16666666666666666,5.5625,3
37.0,half_window,50,0.11458333333333333,0.018601190476190476,0.03172949735449735,0.16666666666666666,5.5625,3
37.0,quarter_window,25,0.09375,0.015625,0.02652116402116402,0.16666666666666666,5.5625,3
38.0,full_window,100,0.10416666666666667,0.02548363095238095,0.04016203703703704,0.14583333333333334,5.5625,3
38.0,half_window,50,0.10416666666666667,0.01729910714285714,0.029414682539682536,0.14583333333333334,5.5625,3
38.0,quarter_window,25,0.08333333333333333,0.014322916666666666,0.024206349206349204,0.14583333333333334,5.5625,3
39.0,full_window,100,0.07291666666666667,0.01773313492063492,0.02800925925925926,0.09375,5.5625,3
39.0,half_window,50,0.07291666666666667,0.012772817460317462,0.02151951058201058,0.09375,5.5625,3
39.0,quarter_window,25,0.0625,0.011284722222222222,0.018915343915343916,0.09375,5.5625,3
40.0,full_window,100,0.0625,0.015128968253968254,0.023842592592592592,0.07291666666666667,5.5625,3
40.0,half_window,50,0.0625,0.010168650793650794,0.017352843915343915,0.07291666666666667,5.5625,3
40.0,quarter_window,25,0.052083333333333336,0.008680555555555554,0.014748677248677247,0.07291666666666667,5.5625,3
0.0,full_window,100,0.4877060005966256,0.9583953373015873,0.6308032675288539,14.239583333333334,5.5625,4
0.0,half_window,50,0.33805942066511924,0.8472842261904762,0.47477738380850343,14.239583333333334,5.5625,4
0.0,quarter_window,25,0.22801583628789512,0.5887524801587302,0.322744155433826,14.239583333333334,5.5625,4
1.0,full_window,100,0.5155149248899249,0.9045634920634921,0.6416735931304182,12.333333333333334,5.5625,4
1.0,half_window,50,0.3589727546758797,0.7859002976190476,0.48536293517427415,12.333333333333334,5.5625,4
1.0,quarter_window,25,0.2427742541023791,0.5414310515873016,0.33000950127014367,12.333333333333334,5.5625,4
2.0,full_window,100,0.5328990164927665,0.8695436507936508,0.6423711887610541,10.84375,5.5625,4
2.0,half_window,50,0.3923645075988826,0.7526785714285714,0.5054562141612258,10.84375,5.5625,4
2.0,quarter_window,25,0.27206643183205687,0.5270709325396825,0.35077095131032826,10.84375,5.5625,4
3.0,full_window,100,0.5862143065268065,0.845734126984127,0.6701015381133172,9.458333333333334,5.5625,4
3.0,half_window,50,0.4448088948088948,0.7255332341269841,0.5361214218823546,9.458333333333334,5.5625,4
3.0,quarter_window,25,0.3144155901968402,0.5135788690476191,0.37677418139637564,9.458333333333334,5.5625,4
4.0,full_window,100,0.6205220416157916,0.7962301587301588,0.6692251190008215,8.364583333333334,5.5625,4
4.0,half_window,50,0.4845561556499056,0.6872519841269842,0.5501883684376913,8.364583333333334,5.5625,4
4.0,quarter_window,25,0.34716201044326045,0.4887896825396825,0.3906354891310387,8.364583333333334,5.5625,4
5.0,full_window,100,0.6585757124819624,0.7615823412698414,0.676443334769424,7.3125,5.5625,4
5.0,half_window,50,0.5277277988215489,0.6587797619047618,0.5667450706972766,7.3125,5.5625,4
5.0,quarter_window,25,0.3844509078884079,0.4709201388888889,0.4066281468395439,7.3125,5.5625,4
6.0,full_window,100,0.6799836159211159,0.729092261904762,0.6721940255493296,6.635416666666667,5.5625,4
6.0,half_window,50,0.5494885612073112,0.622718253968254,0.5639120258145993,6.635416666666667,5.5625,4
6.0,quarter_window,25,0.39395743145743145,0.44016617063492064,0.39882281049560464,6.635416666666667,5.5625,4
7.0,full_window,100,0.7031918891293891,0.6908978174603174,0.6603677587004656,6.0625,5.5625,4
7.0,half_window,50,0.5892026665464165,0.5890873015873016,0.5620147213897214,6.0625,5.5625,4
7.0,quarter_window,25,0.4212211399711399,0.4196924603174603,0.39849450318200313,6.0625,5.5625,4
8.0,full_window,100,0.6960110780423281,0.6188988095238095,0.6138872693031253,5.458333333333333,5.5625,4
8.0,half_window,50,0.584036044973545,0.5189236111111111,0.5188346375846375,5.458333333333333,5.5625,4
8.0,quarter_window,25,0.4270089285714285,0.37274305555555554,0.3724925826488326,5.458333333333333,5.5625,4
9.0,full_window,100,0.6960689484126984,0.5522941468253968,0.5680855373346657,4.84375,5.5625,4
9.0,half_window,50,0.5983672288359788,0.46542658730158726,0.4872067747067747,4.84375,5.5625,4
9.0,quarter_window,25,0.4819113756613757,0.3580357142857143,0.3784978331853332,4.84375,5.5625,4
10.0,full_window,100,0.7228463955026455,0.5153521825396825,0.5546182804109021,4.270833333333333,5.5625,4
10.0,half_window,50,0.6188326719576719,0.4236111111111111,0.46691315050690047,4.270833333333333,5.5625,4
10.0,quarter_window,25,0.5055638227513227,0.33125,0.3681901720964221,4.270833333333333,5.5625,4
11.0,full_window,100,0.7137607473544975,0.45607638888888885,0.5167368940633454,3.7395833333333335,5.5625,4
11.0,half_window,50,0.5969700727513227,0.36607142857142855,0.4208724146224146,3.7395833333333335,5.5625,4
11.0,quarter_window,25,0.48976107804232805,0.28435019841269843,0.33049612424612423,3.7395833333333335,5.5625,4
12.0,full_window,100,0.7243964947089947,0.42802579365079363,0.5017007366792221,3.3020833333333335,5.5625,4
12.0,half_window,50,0.6100611772486773,0.32976190476190476,0.3967523217523217,3.3020833333333335,5.5625,4
12.0,quarter_window,25,0.5079406415343916,0.26078869047619047,0.31620433964183964,3.3020833333333335,5.5625,4
13.0,full_window,100,0.715389384920635,0.3849950396825397,0.4654458178421188,2.9583333333333335,5.5625,4
13.0,half_window,50,0.5954985119047619,0.28742559523809524,0.357974432974433,2.9583333333333335,5.5625,4
13.0,quarter_window,25,0.5130828373015873,0.23296130952380953,0.2939595705220705,2.9583333333333335,5.5625,4
14.0,full_window,100,0.7319940476190476,0.35164930555555557,0.44564865276055704,2.6145833333333335,5.5625,4
14.0,half_window,50,0.6002232142857143,0.2613343253968254,0.34069576257076256,2.6145833333333335,5.5625,4
14.0,quarter_window,25,0.5233134920634921,0.2159970238095238,0.2849992021867022,2.6145833333333335,5.5625,4
15.0,full_window,100,0.7362847222222223,0.3363219246031746,0.4357314310547174,2.4270833333333335,5.5625,4
15.0,half_window,50,0.607638888888889,0.24774305555555554,0.33223310254560257,2.4270833333333335,5.5625,4
15.0,quarter_window,25,0.5359375000000001,0.20860615079365077,0.2826845608095608,2.4270833333333335,5.5625,4
16.0,full_window,100,0.7289930555555556,0.3023313492063492,0.40621927450466305,2.15625,5.5625,4
16.0,half_window,50,0.6048611111111111,0.22254464285714284,0.31045488076738076,2.15625,5.5625,4
16.0,quarter_window,25,0.5395833333333333,0.190203373015873,0.26816644004144,2.15625,5.5625,4
17.0,full_window,100,0.7203125,0.2798859126984127,0.38302723369486863,1.9375,5.5625,4
17.0,half_window,50,0.6010416666666667,0.20096726190476188,0.28848819005069004,1.9375,5.5625,4
17.0,quarter_window,25,0.5416666666666666,0.1741815476190476,0.2520641973766974,1.9375,5.5625,4
18.0,full_window,100,0.7098958333333334,0.2607266865079365,0.3630386714110478,1.7291666666666667,5.5625,4
18.0,half_window,50,0.5892361111111111,0.18547867063492063,0.27146609177859177,1.7291666666666667,5.5625,4
18.0,quarter_window,25,0.5333333333333333,0.16077628968253968,0.23736390923890924,1.7291666666666667,5.5625,4
19.0,full_window,100,0.6942708333333334,0.23706597222222223,0.3363672600928973,1.5520833333333333,5.5625,4
19.0,half_window,50,0.5944444444444444,0.17034970238095237,0.2551053113553114,1.5520833333333333,5.5625,4
19.0,quarter_window,25,0.5541666666666667,0.15338541666666666,0.2314115282865283,1.5520833333333333,5.5625,4
20.0,full_window,100,0.6871527777777778,0.22372271825396825,0.32172069502546796,1.4375,5.5625,4
20.0,half_window,50,0.5986111111111111,0.16057787698412698,0.24479993386243384,1.4375,5.5625,4
20.0,quarter_window,25,0.5600694444444444,0.1451016865079365,0.22295800264550267,1.4375,5.5625,4
21.0,full_window,100,0.6729166666666666,0.20911458333333333,0.30588584887531073,1.2916666666666667,5.5625,4
21.0,half_window,50,0.5861111111111111,0.1474578373015873,0.2287367724867725,1.2916666666666667,5.5625,4
21.0,quarter_window,25,0.5461805555555556,0.13198164682539681,0.20654761904761906,1.2916666666666667,5.5625,4
22.0,full_window,100,0.6182291666666667,0.18014632936507935,0.2682608606389094,1.1145833333333333,5.5625,4
22.0,half_window,50,0.5357638888888888,0.1244171626984127,0.1965029761904762,1.1145833333333333,5.5625,4
22.0,quarter_window,25,0.5149305555555556,0.11548859126984128,0.1840029761904762,1.1145833333333333,5.5625,4
23.0,full_window,100,0.615625,0.17335069444444443,0.26068510306315185,1.0208333333333333,5.5625,4
23.0,half_window,50,0.5357638888888888,0.11970486111111112,0.19129464285714284,1.0208333333333333,5.5625,4
23.0,quarter_window,25,0.5114583333333333,0.11077628968253968,0.1783316798941799,1.0208333333333333,5.5625,4
24.0,full_window,100,0.5548611111111111,0.15474950396825396,0.23245262951817833,0.90625,5.5625,4
24.0,half_window,50,0.4888888888888889,0.1054439484126984,0.16919642857142858,0.90625,5.5625,4
24.0,quarter_window,25,0.46458333333333335,0.09651537698412699,0.1562334656084656,0.90625,5.5625,4
25.0,full_window,100,0.5340277777777778,0.1468998015873016,0.2215782608313096,0.8541666666666666,5.5625,4
25.0,half_window,50,0.4888888888888889,0.1011656746031746,0.16369874338624338,0.8541666666666666,5.5625,4
25.0,quarter_window,25,0.46631944444444445,0.09521329365079366,0.15461309523809524,0.8541666666666666,5.5625,4
26.0,full_window,100,0.525173611111111,0.14169146825396825,0.2152930121680122,0.8125,5.5625,4
26.0,half_window,50,0.48003472222222227,0.09856150793650793,0.16000556156806156,0.8125,5.5625,4
26.0,quarter_window,25,0.45746527777777773,0.09260912698412699,0.15091991341991343,0.8125,5.5625,4
27.0,full_window,100,0.48090277777777773,0.13142361111111112,0.19953628547378546,0.7291666666666666,5.5625,4
27.0,half_window,50,0.4461805555555556,0.09211309523809524,0.14978505291005292,0.7291666666666666,5.5625,4
27.0,quarter_window,25,0.4236111111111111,0.08616071428571427,0.14069940476190476,0.7291666666666666,5.5625,4
28.0,full_window,100,0.4600694444444444,0.12671130952380952,0.19233555796055798,0.6875,5.5625,4
28.0,half_window,50,0.42534722222222227,0.08740079365079366,0.1421792328042328,0.6875,5.5625,4
28.0,quarter_window,25,0.3975694444444444,0.0814484126984127,0.1328042328042328,0.6875,5.5625,4
29.0,full_window,100,0.4114583333333333,0.10949900793650792,0.16862073112073114,0.59375,5.5625,4
29.0,half_window,50,0.390625,0.07601686507936507,0.12531415343915345,0.59375,5.5625,4
29.0,quarter_window,25,0.359375,0.07006448412698413,0.11547619047619047,0.59375,5.5625,4
30.0,full_window,100,0.3802083333333333,0.10037202380952381,0.15514219576719576,0.53125,5.5625,4
30.0,half_window,50,0.359375,0.06688988095238095,0.1115410052910053,0.53125,5.5625,4
30.0,quarter_window,25,0.328125,0.0609375,0.10170304232804234,0.53125,5.5625,4
31.0,full_window,100,0.3385416666666667,0.08687996031746031,0.135176917989418,0.46875,5.5625,4
31.0,half_window,50,0.3229166666666667,0.058978174603174595,0.09869378306878307,0.46875,5.5625,4
31.0,quarter_window,25,0.2916666666666667,0.05302579365079365,0.0888558201058201,0.46875,5.5625,4
32.0,full_window,100,0.3177083333333333,0.08182043650793651,0.12748015873015875,0.4270833333333333,5.5625,4
32.0,half_window,50,0.3125,0.05540674603174603,0.09319609788359788,0.4270833333333333,5.5625,4
32.0,quarter_window,25,0.28125,0.04945436507936508,0.08335813492063493,0.4270833333333333,5.5625,4
33.0,full_window,100,0.3072916666666667,0.07973710317460317,0.12400793650793651,0.40625,5.5625,4
33.0,half_window,50,0.3020833333333333,0.053323412698412696,0.08972387566137567,0.40625,5.5625,4
33.0,quarter_window,25,0.2708333333333333,0.047371031746031744,0.0798859126984127,0.40625,5.5625,4
34.0,full_window,100,0.3072916666666667,0.07824900793650794,0.12238756613756614,0.375,5.5625,4
34.0,half_window,50,0.3020833333333333,0.051835317460317464,0.0876984126984127,0.375,5.5625,4
34.0,quarter_window,25,0.2708333333333333,0.047371031746031744,0.0798859126984127,0.375,5.5625,4
35.0,full_window,100,0.296875,0.07527281746031746,0.11775793650793652,0.3541666666666667,5.5625,4
35.0,half_window,50,0.2916666666666667,0.05034722222222222,0.08509424603174603,0.3541666666666667,5.5625,4
35.0,quarter_window,25,0.2604166666666667,0.04588293650793651,0.07728174603174603,0.3541666666666667,5.5625,4
36.0,full_window,100,0.2760416666666667,0.0665922619047619,0.10560515873015873,0.3333333333333333,5.5625,4
36.0,half_window,50,0.2708333333333333,0.04600694444444444,0.07795138888888889,0.3333333333333333,5.5625,4
36.0,quarter_window,25,0.23958333333333334,0.04154265873015873,0.07013888888888889,0.3333333333333333,5.5625,4
37.0,full_window,100,0.265625,0.06361607142857142,0.1009755291005291,0.3229166666666667,5.5625,4
37.0,half_window,50,0.2604166666666667,0.04451884920634921,0.07534722222222222,0.3229166666666667,5.5625,4
37.0,quarter_window,25,0.22916666666666666,0.040054563492063495,0.06753472222222222,0.3229166666666667,5.5625,4
38.0,full_window,100,0.23958333333333334,0.0574156746031746,0.0910548941798942,0.2916666666666667,5.5625,4
38.0,half_window,50,0.23958333333333334,0.041294642857142856,0.06976686507936508,0.2916666666666667,5.5625,4
38.0,quarter_window,25,0.20833333333333334,0.036830357142857144,0.06195436507936508,0.2916666666666667,5.5625,4
39.0,full_window,100,0.19791666666666666,0.04923115079365079,0.07762896825396826,0.22916666666666666,5.5625,4
39.0,half_window,50,0.19791666666666666,0.03459821428571428,0.058366402116402115,0.22916666666666666,5.5625,4
39.0,quarter_window,25,0.17708333333333334,0.03162202380952381,0.05315806878306878,0.22916666666666666,5.5625,4
40.0,full_window,100,0.1875,0.047929067460317464,0.07531415343915344,0.20833333333333334,5.5625,4
40.0,half_window,50,0.1875,0.03329613095238095,0.056051587301587304,0.20833333333333334,5.5625,4
40.0,quarter_window,25,0.16666666666666666,0.030319940476190476,0.050843253968253975,0.20833333333333334,5.5625,4
0.0,full_window,100,0.485416230521929,0.9574652777777778,0.6274988613762392,14.3125,5.5625,5
0.0,half_window,50,0.33343152711259333,0.8433035714285714,0.46975117937057637,14.3125,5.5625,5
0.0,quarter_window,25,0.2238432293809132,0.580890376984127,0.31749312821914705,14.3125,5.5625,5
1.0,full_window,100,0.512410853035853,0.9215277777777778,0.6433891458316938,12.666666666666666,5.5625,5
1.0,half_window,50,0.3503060741341992,0.7929439484126984,0.4795942381420322,12.666666666666666,5.5625,5
1.0,quarter_window,25,0.236355267995893,0.5452876984126984,0.32534531834551184,12.666666666666666,5.5625,5
2.0,full_window,100,0.534637627997003,0.890265376984127,0.6525586089135298,11.145833333333334,5.5625,5
2.0,half_window,50,0.3811052807146557,0.754985119047619,0.49953972549996156,11.145833333333334,5.5625,5
2.0,quarter_window,25,0.2611855303261553,0.5234499007936507,0.34334838636309223,11.145833333333334,5.5625,5
3.0,full_window,100,0.5747648040616791,0.8688864087301588,0.6727201941040777,9.958333333333334,5.5625,5
3.0,half_window,50,0.42261015893828396,0.7312500000000001,0.5236351923682613,9.958333333333334,5.5625,5
3.0,quarter_window,25,0.29324213113275616,0.5097098214285715,0.3625974997153403,9.958333333333334,5.5625,5
4.0,full_window,100,0.6065996503496504,0.8239087301587302,0.6728221619148202,8.864583333333334,5.5625,5
4.0,half_window,50,0.4600771913271913,0.7000000000000001,0.5377188945421337,8.864583333333334,5.5625,5
4.0,quarter_window,25,0.32885525932400933,0.49675099206349205,0.38133256331301996,8.864583333333334,5.5625,5
5.0,full_window,100,0.6354282002719502,0.7998635912698413,0.6797078218528139,8.104166666666666,5.5625,5
5.0,half_window,50,0.4974127724127724,0.6814484126984127,0.5543111595791549,8.104166666666666,5.5625,5
5.0,quarter_window,25,0.3558418144355644,0.4815848214285714,0.3918585663240268,8.104166666666666,5.5625,5
6.0,full_window,100,0.6647434163059163,0.762251984126984,0.6799593799491341,7.239583333333333,5.5625,5
6.0,half_window,50,0.5319252795815296,0.6508432539682539,0.5651085315147816,7.239583333333333,5.5625,5
6.0,quarter_window,25,0.38548205266955266,0.46288442460317464,0.40350218783123193,7.239583333333333,5.5625,5
7.0,full_window,100,0.6908534752284753,0.7215897817460317,0.668329062505729,6.489583333333333,5.5625,5
7.0,half_window,50,0.5784436628186628,0.6224082341269841,0.5723081911960588,6.489583333333333,5.5625,5
7.0,quarter_window,25,0.41371452621452626,0.4394097222222222,0.4040582562181827,6.489583333333333,5.5625,5
8.0,full_window,100,0.7181404822029821,0.6916170634920635,0.666259749764419,5.9375,5.5625,5
8.0,half_window,50,0.6059580176767677,0.5935763888888889,0.5708506583966143,5.9375,5.5625,5
8.0,quarter_window,25,0.4324040253727754,0.42075892857142855,0.4034218402784579,5.9375,5.5625,5
9.0,full_window,100,0.7356274801587301,0.6489831349206349,0.6470305345711639,5.427083333333333,5.5625,5
9.0,half_window,50,0.6341311177248677,0.5617311507936508,0.5638035915609445,5.427083333333333,5.5625,5
9.0,quarter_window,25,0.458296130952381,0.3968501984126984,0.39770264967875263,5.427083333333333,5.5625,5
10.0,full_window,100,0.7293650793650793,0.5998511904761904,0.6115292122760713,4.927083333333333,5.5625,5
10.0,half_window,50,0.6235987103174603,0.4986111111111111,0.519877032009385,4.927083333333333,5.5625,5
10.0,quarter_window,25,0.4848710317460317,0.3809275793650793,0.3970842287478317,4.927083333333333,5.5625,5
11.0,full_window,100,0.7447461970899472,0.5489087301587302,0.5821603196507409,4.427083333333333,5.5625,5
11.0,half_window,50,0.6251405423280424,0.45148809523809524,0.4893000279948809,4.427083333333333,5.5625,5
11.0,quarter_window,25,0.5178612764550264,0.3598958333333333,0.39288645892506185,4.427083333333333,5.5625,5
12.0,full_window,100,0.7488715277777778,0.5158854166666667,0.5627273899519588,4.052083333333333,5.5625,5
12.0,half_window,50,0.6217385912698413,0.4072668650793651,0.4548383907758908,4.052083333333333,5.5625,5
12.0,quarter_window,25,0.5127149470899471,0.320734126984127,0.36076307951307945,4.052083333333333,5.5625,5
13.0,full_window,100,0.7484499007936508,0.4692584325396825,0.5356664122176898,3.5729166666666665,5.5625,5
13.0,half_window,50,0.6099082341269841,0.3526537698412698,0.4111733174233174,3.5729166666666665,5.5625,5
13.0,quarter_window,25,0.5023602843915344,0.2776537698412698,0.32594494625744624,3.5729166666666665,5.5625,5
14.0,full_window,100,0.7516493055555555,0.43359375,0.5122010055771294,3.2708333333333335,5.5625,5
14.0,half_window,50,0.6059895833333333,0.3254464285714285,0.38970439282939284,3.2708333333333335,5.5625,5
14.0,quarter_window,25,0.5053116732804233,0.2602678571428571,0.3139754342879343,3.2708333333333335,5.5625,5
15.0,full_window,100,0.7578290343915345,0.40750248015873014,0.4957001547600191,3.0104166666666665,5.5625,5
15.0,half_window,50,0.6026207010582011,0.29637896825396826,0.36850209975209974,3.0104166666666665,5.5625,5
15.0,quarter_window,25,0.5011078042328042,0.23625992063492063,0.2965672637547638,3.0104166666666665,5.5625,5
16.0,full_window,100,0.7620659722222222,0.3599206349206349,0.4614631310901844,2.65625,5.5625,5
16.0,half_window,50,0.5988715277777777,0.25828373015873013,0.3398185726310727,2.65625,5.5625,5
16.0,quarter_window,25,0.5105034722222223,0.21225198412698412,0.28155819874569876,2.65625,5.5625,5
17.0,full_window,100,0.7543402777777778,0.3375496031746032,0.44214585044791527,2.375,5.5625,5
17.0,half_window,50,0.5857638888888889,0.22748015873015873,0.3130740786990787,2.375,5.5625,5
17.0,quarter_window,25,0.5074652777777778,0.19087301587301586,0.26447927072927074,2.375,5.5625,5
18.0,full_window,100,0.7508680555555555,0.31531498015873016,0.42175000075815294,2.2083333333333335,5.5625,5
18.0,half_window,50,0.5894097222222222,0.2197420634920635,0.30645442520442523,2.2083333333333335,5.5625,5
18.0,quarter_window,25,0.5184027777777778,0.1867063492063492,0.2625719188219188,2.2083333333333335,5.5625,5
19.0,full_window,100,0.7373263888888889,0.2919766865079365,0.39820749364260766,2.0,5.5625,5
19.0,half_window,50,0.5906250000000001,0.20753968253968255,0.2949390886890887,2.0,5.5625,5
