threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,saturation_level
30.0,full_window,100,0.010416666666666666,0.002976190476190476,0.00462962962962963,0.03125,5.5625,1
30.0,half_window,50,0.010416666666666666,0.001488095238095238,0.0026041666666666665,0.03125,5.5625,1
30.0,quarter_window,25,0.0,0.0,0.0,0.03125,5.5625,1
31.0,full_window,100,0.010416666666666666,0.002976190476190476,0.00462962962962963,0.03125,5.5625,1
31.0,half_window,50,0.010416666666666666,0.001488095238095238,0.0026041666666666665,0.03125,5.5625,1
31.0,quarter_window,25,0.0,0.0,0.0,0.03125,5.5625,1
32.0,full_window,100,0.010416666666666666,0.002976190476190476,0.00462962962962963,0.03125,5.5625,1
32.0,half_window,50,0.010416666666666666,0.001488095238095238,0.0026041666666666665,0.03125,5.5625,1
32.0,quarter_window,25,0.0,0.0,0.0,0.03125,5.5625,1
33.0,full_window,100,0.010416666666666666,0.002976190476190476,0.00462962962962963,0.020833333333333332,5.5625,1
33.0,half_window,50,0.010416666666666666,0.001488095238095238,0.0026041666666666665,0.020833333333333332,5.5625,1
33.0,quarter_window,25,0.0,0.0,0.0,0.020833333333333332,5.5625,1
34.0,full_window,100,0.010416666666666666,0.002976190476190476,0.00462962962962963,0.010416666666666666,5.5625,1
34.0,half_window,50,0.010416666666666666,0.001488095238095238,0.0026041666666666665,0.010416666666666666,5.5625,1
34.0,quarter_window,25,0.0,0.0,0.0,0.010416666666666666,5.5625,1
35.0,full_window,100,0.010416666666666666,0.002976190476190476,0.00462962962962963,0.010416666666666666,5.5625,1
35.0,half_window,50,0.010416666666666666,0.001488095238095238,0.0026041666666666665,0.010416666666666666,5.5625,1
35.0,quarter_window,25,0.0,0.0,0.0,0.010416666666666666,5.5625,1
36.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
36.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
36.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
37.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
37.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
37.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
38.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
38.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
38.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
39.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
39.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
39.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
40.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
40.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
40.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
0.0,full_window,100,0.490178397990898,0.9705481150793651,0.6373713739428593,14.239583333333334,5.5625,2
0.0,half_window,50,0.33931584908147405,0.8518725198412698,0.4771504673562555,14.239583333333334,5.5625,2
0.0,quarter_window,25,0.20719358766233764,0.5239211309523809,0.29207923474827246,14.239583333333334,5.5625,2
1.0,full_window,100,0.5213565947940948,0.8963665674603174,0.6412581408086119,11.5,5.5625,2
1.0,half_window,50,0.3801782418969919,0.774826388888889,0.5006415756009163,11.5,5.5625,2
1.0,quarter_window,25,0.23830738127613127,0.4836061507936508,0.3133358640735769,11.5,5.5625,2
2.0,full_window,100,0.5705199025511526,0.8500248015873016,0.6614161693277075,9.552083333333334,5.5625,2
2.0,half_window,50,0.42541856291856295,0.7161954365079365,0.521204460273901,9.552083333333334,5.5625,2
2.0,quarter_window,25,0.2685424818237318,0.44796626984126986,0.3272825056493787,9.552083333333334,5.5625,2
3.0,full_window,100,0.6156663937913938,0.7988095238095237,0.6690298178380286,8.15625,5.5625,2
3.0,half_window,50,0.4775375955063455,0.6729910714285715,0.5407862509395563,8.15625,5.5625,2
3.0,quarter_window,25,0.2946851759351759,0.41825396825396827,0.3355106310456542,8.15625,5.5625,2
4.0,full_window,100,0.6462932900432901,0.7481150793650794,0.6668501690020708,7.145833333333333,5.5625,2
4.0,half_window,50,0.512286556036556,0.628187003968254,0.5462007531289986,7.145833333333333,5.5625,2
4.0,quarter_window,25,0.31598575036075033,0.3886160714285714,0.3372316715147597,7.145833333333333,5.5625,2
5.0,full_window,100,0.6783910533910533,0.6943824404761906,0.6582873869342504,6.15625,5.5625,2
5.0,half_window,50,0.5539265422077922,0.5821800595238095,0.5460782830423258,6.15625,5.5625,2
5.0,quarter_window,25,0.3477148719336219,0.35853174603174603,0.33803454851248965,6.15625,5.5625,2
6.0,full_window,100,0.6923291696729197,0.6346230158730158,0.6316821138532932,5.385416666666667,5.5625,2
6.0,half_window,50,0.5663453733766234,0.521155753968254,0.5207101863700495,5.385416666666667,5.5625,2
6.0,quarter_window,25,0.35387393278018275,0.3165674603174603,0.31783213722551956,5.385416666666667,5.5625,2
7.0,full_window,100,0.6955191798941799,0.5568328373015873,0.5842567302889007,4.65625,5.5625,2
7.0,half_window,50,0.5856316137566138,0.46316964285714285,0.48898545796523735,4.65625,5.5625,2
7.0,quarter_window,25,0.3980820105820106,0.2979786706349206,0.3180527805527806,4.65625,5.5625,2
8.0,full_window,100,0.7043113425925926,0.47265625,0.5306472211063836,3.75,5.5625,2
8.0,half_window,50,0.6000661375661376,0.3806919642857143,0.4375550664613164,3.75,5.5625,2
8.0,quarter_window,25,0.4288111772486773,0.2607018849206349,0.30208605052355053,3.75,5.5625,2
9.0,full_window,100,0.6633184523809524,0.40389384920634924,0.4668463369008475,3.2604166666666665,5.5625,2
9.0,half_window,50,0.5546130952380952,0.32018849206349204,0.3788173053798054,3.2604166666666665,5.5625,2
9.0,quarter_window,25,0.401922123015873,0.22033730158730158,0.26391970298220296,3.2604166666666665,5.5625,2
10.0,full_window,100,0.644593253968254,0.31721230158730157,0.39361019534142994,2.5833333333333335,5.5625,2
10.0,half_window,50,0.5629712301587302,0.2509920634920635,0.3198993136493136,2.5833333333333335,5.5625,2
10.0,quarter_window,25,0.4197668650793651,0.1703125,0.22197917822917823,2.5833333333333335,5.5625,2
11.0,full_window,100,0.6202132936507937,0.25048363095238096,0.33276604085028,2.0833333333333335,5.5625,2
11.0,half_window,50,0.5338293650793651,0.19133184523809524,0.2617090085840086,2.0833333333333335,5.5625,2
11.0,quarter_window,25,0.40349702380952385,0.13074156746031745,0.18393753237503238,2.0833333333333335,5.5625,2
12.0,full_window,100,0.584375,0.21645585317460317,0.29944866881008186,1.7916666666666667,5.5625,2
12.0,half_window,50,0.5130208333333334,0.1687127976190476,0.23863301050801053,1.7916666666666667,5.5625,2
12.0,quarter_window,25,0.3909722222222222,0.1160342261904762,0.16913826913826913,1.7916666666666667,5.5625,2
13.0,full_window,100,0.5354166666666667,0.18213045634920635,0.2590830993684255,1.4895833333333333,5.5625,2
13.0,half_window,50,0.4753472222222222,0.1377108134920635,0.20250195406445406,1.4895833333333333,5.5625,2
13.0,quarter_window,25,0.36319444444444443,0.09688740079365078,0.1454132094757095,1.4895833333333333,5.5625,2
14.0,full_window,100,0.5272569444444445,0.17062251984126983,0.24717059309450615,1.3125,5.5625,2
14.0,half_window,50,0.4744791666666666,0.12952628968253968,0.19436703342953343,1.3125,5.5625,2
14.0,quarter_window,25,0.36493055555555554,0.09192708333333333,0.14092412217412217,1.3125,5.5625,2
15.0,full_window,100,0.4513888888888889,0.1398189484126984,0.20526117149758452,1.1145833333333333,5.5625,2
15.0,half_window,50,0.4053819444444444,0.10926339285714286,0.16491402116402118,1.1145833333333333,5.5625,2
15.0,quarter_window,25,0.3107638888888889,0.07836061507936508,0.12018849206349207,1.1145833333333333,5.5625,2
16.0,full_window,100,0.3993055555555556,0.11937003968253967,0.1772849810213941,0.9270833333333334,5.5625,2
16.0,half_window,50,0.3524305555555556,0.08891369047619047,0.13626818783068784,0.9270833333333334,5.5625,2
16.0,quarter_window,25,0.2986111111111111,0.0720982142857143,0.11162367724867726,0.9270833333333334,5.5625,2
17.0,full_window,100,0.3802083333333333,0.10100446428571429,0.15503795721187028,0.7708333333333334,5.5625,2
17.0,half_window,50,0.3315972222222222,0.07054811507936508,0.1136491402116402,0.7708333333333334,5.5625,2
17.0,quarter_window,25,0.2760416666666667,0.05755208333333334,0.0931712962962963,0.7708333333333334,5.5625,2
18.0,full_window,100,0.3385416666666667,0.08685515873015874,0.13371685932827237,0.6770833333333334,5.5625,2
18.0,half_window,50,0.2899305555555555,0.05987103174603175,0.09679232804232805,0.6770833333333334,5.5625,2
18.0,quarter_window,25,0.25,0.05069444444444444,0.08226686507936508,0.6770833333333334,5.5625,2
19.0,full_window,100,0.3020833333333333,0.07857142857142857,0.12053068207959512,0.6041666666666666,5.5625,2
19.0,half_window,50,0.2586805555555555,0.053422619047619045,0.08637566137566138,0.6041666666666666,5.5625,2
19.0,quarter_window,25,0.21875,0.04424603174603175,0.07185019841269842,0.6041666666666666,5.5625,2
20.0,full_window,100,0.2708333333333333,0.07038690476190476,0.10837790430181736,0.5520833333333334,5.5625,2
20.0,half_window,50,0.23263888888888887,0.04871031746031746,0.07856316137566137,0.5520833333333334,5.5625,2
20.0,quarter_window,25,0.19791666666666666,0.0410218253968254,0.06626984126984127,0.5520833333333334,5.5625,2
21.0,full_window,100,0.2465277777777778,0.05873015873015872,0.09159549689440993,0.4791666666666667,5.5625,2
21.0,half_window,50,0.2222222222222222,0.04288194444444444,0.06985780423280423,0.4791666666666667,5.5625,2
21.0,quarter_window,25,0.1875,0.03668154761904762,0.05958994708994709,0.4791666666666667,5.5625,2
22.0,full_window,100,0.22569444444444445,0.053521825396825394,0.08341097308488614,0.4270833333333333,5.5625,2
22.0,half_window,50,0.20138888888888887,0.03767361111111111,0.06167328042328043,0.4270833333333333,5.5625,2
22.0,quarter_window,25,0.16666666666666666,0.031473214285714285,0.05140542328042328,0.4270833333333333,5.5625,2
23.0,full_window,100,0.19270833333333334,0.04340277777777777,0.06912202380952381,0.34375,5.5625,2
23.0,half_window,50,0.18229166666666666,0.032614087301587304,0.05420800264550265,0.34375,5.5625,2
23.0,quarter_window,25,0.15104166666666666,0.027901785714285712,0.04602347883597884,0.34375,5.5625,2
24.0,full_window,100,0.19270833333333334,0.04340277777777777,0.06912202380952381,0.3125,5.5625,2
24.0,half_window,50,0.18229166666666666,0.032614087301587304,0.05420800264550265,0.3125,5.5625,2
24.0,quarter_window,25,0.15104166666666666,0.027901785714285712,0.04602347883597884,0.3125,5.5625,2
25.0,full_window,100,0.1875,0.04061259920634921,0.06547619047619048,0.28125,5.5625,2
25.0,half_window,50,0.17708333333333334,0.029823908730158732,0.05056216931216931,0.28125,5.5625,2
25.0,quarter_window,25,0.14583333333333334,0.02511160714285714,0.0423776455026455,0.28125,5.5625,2
26.0,full_window,100,0.15625,0.03435019841269841,0.05534887566137566,0.23958333333333334,5.5625,2
26.0,half_window,50,0.14583333333333334,0.025297619047619044,0.04266699735449735,0.23958333333333334,5.5625,2
26.0,quarter_window,25,0.125,0.0220734126984127,0.03708664021164021,0.23958333333333334,5.5625,2
27.0,full_window,100,0.15625,0.03435019841269841,0.05534887566137566,0.22916666666666666,5.5625,2
27.0,half_window,50,0.14583333333333334,0.025297619047619044,0.04266699735449735,0.22916666666666666,5.5625,2
27.0,quarter_window,25,0.125,0.0220734126984127,0.03708664021164021,0.22916666666666666,5.5625,2
28.0,full_window,100,0.14583333333333334,0.03304811507936508,0.05303406084656084,0.1875,5.5625,2
28.0,half_window,50,0.13541666666666666,0.023995535714285712,0.04035218253968254,0.1875,5.5625,2
28.0,quarter_window,25,0.11458333333333333,0.020771329365079364,0.0347718253968254,0.1875,5.5625,2
29.0,full_window,100,0.11458333333333333,0.025731646825396828,0.041261574074074076,0.14583333333333334,5.5625,2
29.0,half_window,50,0.10416666666666667,0.0181671626984127,0.030605158730158732,0.14583333333333334,5.5625,2
29.0,quarter_window,25,0.08333333333333333,0.01494295634920635,0.025024801587301585,0.14583333333333334,5.5625,2
30.0,full_window,100,0.08333333333333333,0.0181671626984127,0.02928240740740741,0.10416666666666667,5.5625,2
30.0,half_window,50,0.07291666666666667,0.012338789682539682,0.02085813492063492,0.10416666666666667,5.5625,2
30.0,quarter_window,25,0.0625,0.010850694444444446,0.018253968253968255,0.10416666666666667,5.5625,2
31.0,full_window,100,0.0625,0.014260912698412698,0.02280092592592593,0.08333333333333333,5.5625,2
31.0,half_window,50,0.052083333333333336,0.008432539682539682,0.014376653439153439,0.08333333333333333,5.5625,2
31.0,quarter_window,25,0.041666666666666664,0.006944444444444444,0.011772486772486773,0.08333333333333333,5.5625,2
32.0,full_window,100,0.052083333333333336,0.012958829365079366,0.02048611111111111,0.07291666666666667,5.5625,2
32.0,half_window,50,0.041666666666666664,0.007130456349206349,0.012061838624338623,0.07291666666666667,5.5625,2
32.0,quarter_window,25,0.03125,0.005642361111111111,0.009457671957671958,0.07291666666666667,5.5625,2
33.0,full_window,100,0.041666666666666664,0.010354662698412698,0.016319444444444445,0.0625,5.5625,2
33.0,half_window,50,0.03125,0.004526289682539683,0.007895171957671957,0.0625,5.5625,2
33.0,quarter_window,25,0.020833333333333332,0.003038194444444444,0.005291005291005291,0.0625,5.5625,2
34.0,full_window,100,0.03125,0.007378472222222221,0.011689814814814814,0.052083333333333336,5.5625,2
34.0,half_window,50,0.020833333333333332,0.003038194444444444,0.005291005291005291,0.052083333333333336,5.5625,2
34.0,quarter_window,25,0.020833333333333332,0.003038194444444444,0.005291005291005291,0.052083333333333336,5.5625,2
35.0,full_window,100,0.020833333333333332,0.004774305555555555,0.007523148148148148,0.041666666666666664,5.5625,2
35.0,half_window,50,0.020833333333333332,0.003038194444444444,0.005291005291005291,0.041666666666666664,5.5625,2
35.0,quarter_window,25,0.020833333333333332,0.003038194444444444,0.005291005291005291,0.041666666666666664,5.5625,2
36.0,full_window,100,0.010416666666666666,0.003472222222222222,0.005208333333333333,0.03125,5.5625,2
36.0,half_window,50,0.010416666666666666,0.001736111111111111,0.002976190476190476,0.03125,5.5625,2
36.0,quarter_window,25,0.010416666666666666,0.001736111111111111,0.002976190476190476,0.03125,5.5625,2
37.0,full_window,100,0.0,0.0,0.0,0.020833333333333332,5.5625,2
37.0,half_window,50,0.0,0.0,0.0,0.020833333333333332,5.5625,2
37.0,quarter_window,25,0.0,0.0,0.0,0.020833333333333332,5.5625,2
38.0,full_window,100,0.0,0.0,0.0,0.020833333333333332,5.5625,2
38.0,half_window,50,0.0,0.0,0.0,0.020833333333333332,5.5625,2
38.0,quarter_window,25,0.0,0.0,0.0,0.020833333333333332,5.5625,2
39.0,full_window,100,0.0,0.0,0.0,0.010416666666666666,5.5625,2
39.0,half_window,50,0.0,0.0,0.0,0.010416666666666666,5.5625,2
39.0,quarter_window,25,0.0,0.0,0.0,0.010416666666666666,5.5625,2
40.0,full_window,100,0.0,0.0,0.0,0.010416666666666666,5.5625,2
40.0,half_window,50,0.0,0.0,0.0,0.010416666666666666,5.5625,2
40.0,quarter_window,25,0.0,0.0,0.0,0.010416666666666666,5.5625,2
0.0,full_window,100,0.48883434784170077,0.9592633928571428,0.6316839842964795,14.21875,5.5625,3
0.0,half_window,50,0.33410567679869146,0.8391245039682539,0.47042768342835245,14.21875,5.5625,3
0.0,quarter_window,25,0.2051917062716695,0.5269097222222222,0.2906221823206781,14.21875,5.5625,3
1.0,full_window,100,0.5202858050514301,0.8961309523809523,0.6439085654110729,11.895833333333334,5.5625,3
1.0,half_window,50,0.3627156842000592,0.7726810515873016,0.4868354438525431,11.895833333333334,5.5625,3
1.0,quarter_window,25,0.23025546502109004,0.4929563492063492,0.30923461446391015,11.895833333333334,5.5625,3
2.0,full_window,100,0.5449805402930403,0.8641121031746032,0.6517351336123008,10.270833333333334,5.5625,3
2.0,half_window,50,0.39775380869130866,0.7290426587301587,0.5067276395418289,10.270833333333334,5.5625,3
2.0,quarter_window,25,0.2617653469215969,0.480047123015873,0.33330260363203473,10.270833333333334,5.5625,3
3.0,full_window,100,0.5802609716672217,0.8110243055555556,0.6554323367914893,8.947916666666666,5.5625,3
3.0,half_window,50,0.4370170338920339,0.6833457341269842,0.520394526622758,8.947916666666666,5.5625,3
3.0,quarter_window,25,0.2940422713860214,0.4535218253968254,0.3475488085830578,8.947916666666666,5.5625,3
4.0,full_window,100,0.614359512015762,0.7756820436507937,0.6606684947364044,7.854166666666667,5.5625,3
4.0,half_window,50,0.4821691907629408,0.6540922619047619,0.5392862720068602,7.854166666666667,5.5625,3
4.0,quarter_window,25,0.33127144845894846,0.4374255952380952,0.364659577894872,7.854166666666667,5.5625,3
5.0,full_window,100,0.65436426998927,0.7345114087301586,0.664333032045524,6.90625,5.5625,3
5.0,half_window,50,0.5256679662929663,0.6187251984126984,0.5489576446837476,6.90625,5.5625,3
5.0,quarter_window,25,0.3613514379139379,0.4126736111111111,0.3697663022571111,6.90625,5.5625,3
6.0,full_window,100,0.6691735058922559,0.6851066468253969,0.645875342076731,6.197916666666667,5.5625,3
6.0,half_window,50,0.5480797558922559,0.5741319444444445,0.5379221081886523,6.197916666666667,5.5625,3
6.0,quarter_window,25,0.3769364027176527,0.3824652777777778,0.36120206896861307,6.197916666666667,5.5625,3
7.0,full_window,100,0.6877852182539682,0.6163814484126984,0.6130499067673297,5.34375,5.5625,3
7.0,half_window,50,0.5710234788359788,0.5147941468253968,0.5127036422213053,5.34375,5.5625,3
7.0,quarter_window,25,0.3963004298941799,0.3449776785714285,0.3456583636271136,5.34375,5.5625,3
8.0,full_window,100,0.708614417989418,0.5533730158730158,0.5799279658256299,4.604166666666667,5.5625,3
8.0,half_window,50,0.5856770833333333,0.4537450396825397,0.4805552018787313,4.604166666666667,5.5625,3
8.0,quarter_window,25,0.4374669312169312,0.3194816468253968,0.3432789432789433,4.604166666666667,5.5625,3
9.0,full_window,100,0.7281787367724868,0.48532986111111115,0.5423012521054119,3.96875,5.5625,3
9.0,half_window,50,0.6067997685185186,0.4007440476190476,0.4493025493025493,3.96875,5.5625,3
9.0,quarter_window,25,0.46933697089947085,0.28813244047619047,0.32893940550190554,3.96875,5.5625,3
10.0,full_window,100,0.7204530423280423,0.45256696428571425,0.5167839025148054,3.5520833333333335,5.5625,3
10.0,half_window,50,0.6008597883597884,0.35624999999999996,0.41549422799422797,3.5520833333333335,5.5625,3
10.0,quarter_window,25,0.47433449074074074,0.25980902777777776,0.3089570152070152,3.5520833333333335,5.5625,3
11.0,full_window,100,0.7027529761904762,0.3915922619047619,0.46610971595976447,3.0625,5.5625,3
