chromosome,window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
IV,100,35.0,quarter_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,36.0,full_window,100,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,36.0,half_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,36.0,quarter_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,37.0,full_window,100,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,37.0,half_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,37.0,quarter_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,38.0,full_window,100,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,38.0,half_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,38.0,quarter_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,39.0,full_window,100,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,39.0,half_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,39.0,quarter_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,4.0,full_window,100,0.5,1.0,0.6666666666666666,10,7,3,740.0,0.4579510244877561,0.07711868991798733,26.0
IV,100,4.0,half_window,50,0.4,0.5714285714285714,0.47058823529411764,10,7,3,740.0,0.4579510244877561,0.07711868991798733,26.0
IV,100,4.0,quarter_window,25,0.4,0.5714285714285714,0.47058823529411764,10,7,3,740.0,0.4579510244877561,0.07711868991798733,26.0
IV,100,40.0,full_window,100,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,40.0,half_window,50,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,40.0,quarter_window,25,1.0,0.2857142857142857,0.4444444444444445,2,7,5,850.0,0.9900499750124937,0.901754215005231,10.0
IV,100,5.0,full_window,100,0.5,1.0,0.6666666666666666,10,7,3,740.0,0.4579510244877561,0.07711868991798733,26.0
IV,100,5.0,half_window,50,0.4,0.5714285714285714,0.47058823529411764,10,7,3,740.0,0.4579510244877561,0.07711868991798733,26.0
IV,100,5.0,quarter_window,25,0.4,0.5714285714285714,0.47058823529411764,10,7,3,740.0,0.4579510244877561,0.07711868991798733,26.0
IV,100,6.0,full_window,100,0.5555555555555556,1.0,0.7142857142857143,9,7,2,740.0,0.487936031984008,0.08698505398939992,26.0
IV,100,6.0,half_window,50,0.4444444444444444,0.5714285714285714,0.5,9,7,2,740.0,0.487936031984008,0.08698505398939992,26.0
IV,100,6.0,quarter_window,25,0.4444444444444444,0.5714285714285714,0.5,9,7,2,740.0,0.487936031984008,0.08698505398939992,26.0
IV,100,7.0,full_window,100,0.5,0.8571428571428571,0.631578947368421,8,7,1,740.0,0.487936031984008,0.08698505398939992,10.0
IV,100,7.0,half_window,50,0.5,0.5714285714285714,0.5333333333333333,8,7,1,740.0,0.487936031984008,0.08698505398939992,10.0
IV,100,7.0,quarter_window,25,0.5,0.5714285714285714,0.5333333333333333,8,7,1,740.0,0.487936031984008,0.08698505398939992,10.0
IV,100,8.0,full_window,100,0.5,0.8571428571428571,0.631578947368421,8,7,1,740.0,0.487936031984008,0.08698505398939992,10.0
IV,100,8.0,half_window,50,0.5,0.5714285714285714,0.5333333333333333,8,7,1,740.0,0.487936031984008,0.08698505398939992,10.0
IV,100,8.0,quarter_window,25,0.5,0.5714285714285714,0.5333333333333333,8,7,1,740.0,0.487936031984008,0.08698505398939992,10.0
IV,100,9.0,full_window,100,0.5,0.8571428571428571,0.631578947368421,8,7,1,740.0,0.487936031984008,0.08698505398939992,10.0
IV,100,9.0,half_window,50,0.5,0.5714285714285714,0.5333333333333333,8,7,1,740.0,0.487936031984008,0.08698505398939992,10.0
IV,100,9.0,quarter_window,25,0.5,0.5714285714285714,0.5333333333333333,8,7,1,740.0,0.487936031984008,0.08698505398939992,10.0
V,100,0.0,full_window,100,0.5833333333333334,0.8333333333333334,0.6862745098039216,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,0.0,half_window,50,0.3333333333333333,0.6666666666666666,0.4444444444444444,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,0.0,quarter_window,25,0.25,0.5,0.3333333333333333,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,1.0,full_window,100,0.5833333333333334,0.8333333333333334,0.6862745098039216,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,1.0,half_window,50,0.3333333333333333,0.6666666666666666,0.4444444444444444,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,1.0,quarter_window,25,0.25,0.5,0.3333333333333333,12,6,6,420.0,0.7179310344827586,0.4692508521921026,32.0
V,100,10.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,10.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,10.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,11.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,11.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,11.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,12.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,12.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,12.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,13.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,13.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,13.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,14.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,14.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,14.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,15.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,15.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,15.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,16.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,16.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,16.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,17.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,17.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,17.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,18.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,18.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,18.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,19.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,19.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,19.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,2.0,full_window,100,0.6363636363636364,0.8333333333333334,0.7216494845360825,11,6,5,420.0,0.7279260369815093,0.486082000494625,32.0
V,100,2.0,half_window,50,0.36363636363636365,0.6666666666666666,0.4705882352941177,11,6,5,420.0,0.7279260369815093,0.486082000494625,32.0
V,100,2.0,quarter_window,25,0.2727272727272727,0.5,0.3529411764705882,11,6,5,420.0,0.7279260369815093,0.486082000494625,32.0
V,100,20.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,20.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,20.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,21.0,full_window,100,1.0,0.6666666666666666,0.8,5,6,1,320.0,0.783968015992004,0.5037791792178287,20.0
V,100,21.0,half_window,50,0.8,0.6666666666666666,0.7272727272727272,5,6,1,320.0,0.783968015992004,0.5037791792178287,20.0
V,100,21.0,quarter_window,25,0.6,0.5,0.5454545454545454,5,6,1,320.0,0.783968015992004,0.5037791792178287,20.0
V,100,22.0,full_window,100,1.0,0.6666666666666666,0.8,5,6,1,320.0,0.783968015992004,0.5037791792178287,20.0
V,100,22.0,half_window,50,0.8,0.6666666666666666,0.7272727272727272,5,6,1,320.0,0.783968015992004,0.5037791792178287,20.0
V,100,22.0,quarter_window,25,0.6,0.5,0.5454545454545454,5,6,1,320.0,0.783968015992004,0.5037791792178287,20.0
V,100,23.0,full_window,100,1.0,0.5,0.6666666666666666,4,6,2,470.0,0.783968015992004,0.5037791792178287,20.0
V,100,23.0,half_window,50,0.75,0.5,0.6,4,6,2,470.0,0.783968015992004,0.5037791792178287,20.0
V,100,23.0,quarter_window,25,0.5,0.3333333333333333,0.4,4,6,2,470.0,0.783968015992004,0.5037791792178287,20.0
V,100,24.0,full_window,100,1.0,0.5,0.6666666666666666,4,6,2,470.0,0.783968015992004,0.5037791792178287,20.0
V,100,24.0,half_window,50,0.75,0.5,0.6,4,6,2,470.0,0.783968015992004,0.5037791792178287,20.0
V,100,24.0,quarter_window,25,0.5,0.3333333333333333,0.4,4,6,2,470.0,0.783968015992004,0.5037791792178287,20.0
V,100,25.0,full_window,100,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,25.0,half_window,50,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,25.0,quarter_window,25,0.6666666666666666,0.3333333333333333,0.4444444444444444,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,26.0,full_window,100,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,26.0,half_window,50,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,26.0,quarter_window,25,0.6666666666666666,0.3333333333333333,0.4444444444444444,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,27.0,full_window,100,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,27.0,half_window,50,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,27.0,quarter_window,25,0.6666666666666666,0.3333333333333333,0.4444444444444444,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,28.0,full_window,100,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,28.0,half_window,50,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,28.0,quarter_window,25,0.6666666666666666,0.3333333333333333,0.4444444444444444,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,29.0,full_window,100,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,29.0,half_window,50,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,29.0,quarter_window,25,0.6666666666666666,0.3333333333333333,0.4444444444444444,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,3.0,full_window,100,0.7,0.8333333333333334,0.7608695652173915,10,6,4,180.0,0.8929935032483758,0.7841168141599127,32.0
V,100,3.0,half_window,50,0.4,0.6666666666666666,0.5,10,6,4,180.0,0.8929935032483758,0.7841168141599127,32.0
V,100,3.0,quarter_window,25,0.3,0.5,0.37499999999999994,10,6,4,180.0,0.8929935032483758,0.7841168141599127,32.0
V,100,30.0,full_window,100,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,30.0,half_window,50,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,30.0,quarter_window,25,0.6666666666666666,0.3333333333333333,0.4444444444444444,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,31.0,full_window,100,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,31.0,half_window,50,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,31.0,quarter_window,25,0.6666666666666666,0.3333333333333333,0.4444444444444444,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,32.0,full_window,100,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,32.0,half_window,50,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,32.0,quarter_window,25,0.6666666666666666,0.3333333333333333,0.4444444444444444,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,33.0,full_window,100,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,33.0,half_window,50,1.0,0.5,0.6666666666666666,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,33.0,quarter_window,25,0.6666666666666666,0.3333333333333333,0.4444444444444444,3,6,3,570.0,0.783968015992004,0.5037791792178287,20.0
V,100,34.0,full_window,100,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,34.0,half_window,50,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,34.0,quarter_window,25,0.5,0.16666666666666666,0.25,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,35.0,full_window,100,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,35.0,half_window,50,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,35.0,quarter_window,25,0.5,0.16666666666666666,0.25,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,36.0,full_window,100,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,36.0,half_window,50,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,36.0,quarter_window,25,0.5,0.16666666666666666,0.25,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,37.0,full_window,100,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,37.0,half_window,50,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,37.0,quarter_window,25,0.5,0.16666666666666666,0.25,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,38.0,full_window,100,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,38.0,half_window,50,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,38.0,quarter_window,25,0.5,0.16666666666666666,0.25,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,39.0,full_window,100,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,39.0,half_window,50,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,39.0,quarter_window,25,0.5,0.16666666666666666,0.25,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,4.0,full_window,100,0.7,0.8333333333333334,0.7608695652173915,10,6,4,180.0,0.8929935032483758,0.7841168141599127,32.0
V,100,4.0,half_window,50,0.4,0.6666666666666666,0.5,10,6,4,180.0,0.8929935032483758,0.7841168141599127,32.0
V,100,4.0,quarter_window,25,0.3,0.5,0.37499999999999994,10,6,4,180.0,0.8929935032483758,0.7841168141599127,32.0
V,100,40.0,full_window,100,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,40.0,half_window,50,1.0,0.3333333333333333,0.5,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,40.0,quarter_window,25,0.5,0.16666666666666666,0.25,2,6,4,570.0,0.6489605197401299,0.1390955272739596,30.0
V,100,5.0,full_window,100,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,6,3,180.0,0.8929935032483758,0.7841168141599127,20.0
V,100,5.0,half_window,50,0.4444444444444444,0.6666666666666666,0.5333333333333333,9,6,3,180.0,0.8929935032483758,0.7841168141599127,20.0
V,100,5.0,quarter_window,25,0.3333333333333333,0.5,0.4,9,6,3,180.0,0.8929935032483758,0.7841168141599127,20.0
V,100,6.0,full_window,100,0.625,0.6666666666666666,0.6451612903225806,8,6,2,180.0,0.895992003998001,0.7888607406686912,20.0
V,100,6.0,half_window,50,0.5,0.6666666666666666,0.5714285714285715,8,6,2,180.0,0.895992003998001,0.7888607406686912,20.0
V,100,6.0,quarter_window,25,0.375,0.5,0.42857142857142855,8,6,2,180.0,0.895992003998001,0.7888607406686912,20.0
V,100,7.0,full_window,100,0.7142857142857143,0.6666666666666666,0.689655172413793,7,6,1,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,7.0,half_window,50,0.5714285714285714,0.6666666666666666,0.6153846153846153,7,6,1,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,7.0,quarter_window,25,0.42857142857142855,0.5,0.4615384615384615,7,6,1,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,8.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,8.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,8.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,9.0,full_window,100,0.8333333333333334,0.6666666666666666,0.7407407407407408,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,9.0,half_window,50,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
V,100,9.0,quarter_window,25,0.5,0.5,0.5,6,6,0,280.0,0.783968015992004,0.5037791792178287,20.0
VI,100,0.0,full_window,100,0.13333333333333333,0.6666666666666666,0.2222222222222222,15,3,12,660.0,0.6827386306846577,0.4211940327162444,25.0
VI,100,0.0,half_window,50,0.13333333333333333,0.6666666666666666,0.2222222222222222,15,3,12,660.0,0.6827386306846577,0.4211940327162444,25.0
VI,100,0.0,quarter_window,25,0.06666666666666667,0.3333333333333333,0.1111111111111111,15,3,12,660.0,0.6827386306846577,0.4211940327162444,25.0
VI,100,1.0,full_window,100,0.18181818181818182,0.6666666666666666,0.28571428571428575,11,3,8,660.0,0.6827386306846577,0.4211940327162444,25.0
VI,100,1.0,half_window,50,0.18181818181818182,0.6666666666666666,0.28571428571428575,11,3,8,660.0,0.6827386306846577,0.4211940327162444,25.0
VI,100,1.0,quarter_window,25,0.09090909090909091,0.3333333333333333,0.14285714285714288,11,3,8,660.0,0.6827386306846577,0.4211940327162444,25.0
VI,100,10.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,10.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,10.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,11.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,11.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,11.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,12.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,12.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,12.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,13.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,13.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,13.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,14.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,14.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,14.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,15.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,15.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,15.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,16.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,16.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,16.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,17.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,17.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,17.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,18.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,18.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,18.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,19.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,19.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,19.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,2.0,full_window,100,0.2222222222222222,0.6666666666666666,0.3333333333333333,9,3,6,660.0,0.7690204897551225,0.5583397880849751,25.0
VI,100,2.0,half_window,50,0.2222222222222222,0.6666666666666666,0.3333333333333333,9,3,6,660.0,0.7690204897551225,0.5583397880849751,25.0
VI,100,2.0,quarter_window,25,0.1111111111111111,0.3333333333333333,0.16666666666666666,9,3,6,660.0,0.7690204897551225,0.5583397880849751,25.0
VI,100,20.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,20.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,20.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,21.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,21.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,21.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,22.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,22.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,22.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,23.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,23.0,half_window,50,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,23.0,quarter_window,25,0.0,0.0,0.0,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
VI,100,24.0,full_window,100,1.0,0.3333333333333333,0.5,1,3,2,1460.0,0.9607996001999001,0.9154400986326492,40.0
