dataset_id,method,theta,threshold,precision,recall,num_detected,num_true
1,ref,0.2582618760682676,30.0,1.0,0.20557851239669422,199,968
1,ref,0.2582618760682676,31.0,1.0,0.19421487603305784,188,968
1,ref,0.2582618760682676,32.0,1.0,0.18388429752066116,178,968
1,ref,0.2582618760682676,33.0,1.0,0.1756198347107438,170,968
1,ref,0.2582618760682676,34.0,1.0,0.16425619834710745,159,968
1,ref,0.2582618760682676,35.0,1.0,0.16012396694214875,155,968
1,ref,0.2582618760682676,36.0,1.0,0.14979338842975207,145,968
1,ref,0.2582618760682676,37.0,1.0,0.1415289256198347,137,968
1,ref,0.2582618760682676,38.0,1.0,0.13636363636363635,132,968
1,ref,0.2582618760682676,39.0,1.0,0.1322314049586777,128,968
1,ref,0.2582618760682676,40.0,1.0,0.125,121,968
1,v0,0.2582618760682676,0.0,0.2966073228081962,0.9121900826446281,2977,968
1,v0,0.2582618760682676,1.0,0.42589620117710003,0.8223140495867769,1869,968
1,v0,0.2582618760682676,2.0,0.5670926517571885,0.7334710743801653,1252,968
1,v0,0.2582618760682676,3.0,0.7095709570957096,0.6663223140495868,909,968
1,v0,0.2582618760682676,4.0,0.8019257221458047,0.6022727272727273,727,968
1,v0,0.2582618760682676,5.0,0.8631239935587761,0.5537190082644629,621,968
1,v0,0.2582618760682676,6.0,0.9154135338345865,0.503099173553719,532,968
1,v0,0.2582618760682676,7.0,0.9418103448275862,0.45144628099173556,464,968
1,v0,0.2582618760682676,8.0,0.9781021897810219,0.4152892561983471,411,968
1,v0,0.2582618760682676,9.0,0.9832869080779945,0.3646694214876033,359,968
1,v0,0.2582618760682676,10.0,0.9865319865319865,0.30268595041322316,297,968
1,v0,0.2582618760682676,11.0,0.986784140969163,0.23140495867768596,227,968
1,v0,0.2582618760682676,12.0,0.9936708860759493,0.1621900826446281,158,968
1,v0,0.2582618760682676,13.0,1.0,0.10330578512396695,100,968
1,v0,0.2582618760682676,14.0,1.0,0.05991735537190083,58,968
1,v0,0.2582618760682676,15.0,1.0,0.04338842975206612,42,968
1,v0,0.2582618760682676,16.0,1.0,0.03925619834710744,38,968
1,v0,0.2582618760682676,17.0,1.0,0.028925619834710745,28,968
1,v0,0.2582618760682676,18.0,1.0,0.022727272727272728,22,968
1,v0,0.2582618760682676,19.0,1.0,0.02066115702479339,20,968
1,v0,0.2582618760682676,20.0,1.0,0.01859504132231405,18,968
1,v0,0.2582618760682676,21.0,1.0,0.014462809917355372,14,968
1,v0,0.2582618760682676,22.0,1.0,0.011363636363636364,11,968
1,v0,0.2582618760682676,23.0,1.0,0.010330578512396695,10,968
1,v0,0.2582618760682676,24.0,1.0,0.009297520661157025,9,968
1,v0,0.2582618760682676,25.0,1.0,0.008264462809917356,8,968
1,v0,0.2582618760682676,26.0,1.0,0.007231404958677686,7,968
1,v0,0.2582618760682676,27.0,1.0,0.006198347107438017,6,968
1,v0,0.2582618760682676,28.0,1.0,0.005165289256198347,5,968
1,v0,0.2582618760682676,29.0,1.0,0.004132231404958678,4,968
1,v0,0.2582618760682676,30.0,1.0,0.0030991735537190084,3,968
1,v0,0.2582618760682676,31.0,1.0,0.0030991735537190084,3,968
1,v0,0.2582618760682676,32.0,1.0,0.0030991735537190084,3,968
1,v0,0.2582618760682676,33.0,1.0,0.0030991735537190084,3,968
1,v0,0.2582618760682676,34.0,1.0,0.0030991735537190084,3,968
1,v0,0.2582618760682676,35.0,1.0,0.002066115702479339,2,968
1,v0,0.2582618760682676,36.0,1.0,0.002066115702479339,2,968
1,v0,0.2582618760682676,37.0,1.0,0.002066115702479339,2,968
1,v0,0.2582618760682676,38.0,1.0,0.0010330578512396695,1,968
1,v0,0.2582618760682676,39.0,1.0,0.0010330578512396695,1,968
1,v0,0.2582618760682676,40.0,1.0,0.0010330578512396695,1,968
1,v1,0.2582618760682676,0.0,0.2950101146325017,0.9039256198347108,2966,968
1,v1,0.2582618760682676,1.0,0.3673752310536044,0.8212809917355371,2164,968
1,v1,0.2582618760682676,2.0,0.45443273403595785,0.7572314049586777,1613,968
1,v1,0.2582618760682676,3.0,0.5251798561151079,0.6787190082644629,1251,968
1,v1,0.2582618760682676,4.0,0.6056622851365016,0.618801652892562,989,968
1,v1,0.2582618760682676,5.0,0.6711656441717792,0.5650826446280992,815,968
1,v1,0.2582618760682676,6.0,0.736764705882353,0.5175619834710744,680,968
1,v1,0.2582618760682676,7.0,0.7972027972027972,0.47107438016528924,572,968
1,v1,0.2582618760682676,8.0,0.83203125,0.44008264462809915,512,968
1,v1,0.2582618760682676,9.0,0.8615384615384616,0.4049586776859504,455,968
1,v1,0.2582618760682676,10.0,0.8964646464646465,0.36673553719008267,396,968
1,v1,0.2582618760682676,11.0,0.9291784702549575,0.33884297520661155,353,968
1,v1,0.2582618760682676,12.0,0.9463722397476341,0.30991735537190085,317,968
1,v1,0.2582618760682676,13.0,0.9473684210526315,0.27892561983471076,285,968
1,v1,0.2582618760682676,14.0,0.9556451612903226,0.24483471074380164,248,968
1,v1,0.2582618760682676,15.0,0.9541284403669725,0.21487603305785125,218,968
1,v1,0.2582618760682676,16.0,0.9631578947368421,0.1890495867768595,190,968
1,v1,0.2582618760682676,17.0,0.968944099378882,0.16115702479338842,161,968
1,v1,0.2582618760682676,18.0,0.9784172661870504,0.14049586776859505,139,968
1,v1,0.2582618760682676,19.0,0.9838709677419355,0.12603305785123967,124,968
1,v1,0.2582618760682676,20.0,0.9908256880733946,0.1115702479338843,109,968
1,v1,0.2582618760682676,21.0,1.0,0.09297520661157024,90,968
1,v1,0.2582618760682676,22.0,1.0,0.08367768595041322,81,968
1,v1,0.2582618760682676,23.0,1.0,0.07334710743801653,71,968
1,v1,0.2582618760682676,24.0,1.0,0.06818181818181818,66,968
1,v1,0.2582618760682676,25.0,1.0,0.0640495867768595,62,968
1,v1,0.2582618760682676,26.0,1.0,0.05475206611570248,53,968
1,v1,0.2582618760682676,27.0,1.0,0.049586776859504134,48,968
1,v1,0.2582618760682676,28.0,1.0,0.04132231404958678,40,968
1,v1,0.2582618760682676,29.0,1.0,0.03409090909090909,33,968
1,v1,0.2582618760682676,30.0,1.0,0.03202479338842975,31,968
1,v1,0.2582618760682676,31.0,1.0,0.028925619834710745,28,968
1,v1,0.2582618760682676,32.0,1.0,0.024793388429752067,24,968
1,v1,0.2582618760682676,33.0,1.0,0.022727272727272728,22,968
1,v1,0.2582618760682676,34.0,1.0,0.022727272727272728,22,968
1,v1,0.2582618760682676,35.0,1.0,0.02066115702479339,20,968
1,v1,0.2582618760682676,36.0,1.0,0.01756198347107438,17,968
1,v1,0.2582618760682676,37.0,1.0,0.01756198347107438,17,968
1,v1,0.2582618760682676,38.0,1.0,0.015495867768595042,15,968
1,v1,0.2582618760682676,39.0,1.0,0.014462809917355372,14,968
1,v1,0.2582618760682676,40.0,1.0,0.014462809917355372,14,968
1,v2,0.2582618760682676,0.0,0.29690652320107597,0.9121900826446281,2974,968
1,v2,0.2582618760682676,1.0,0.32725892179195143,0.890495867768595,2634,968
1,v2,0.2582618760682676,2.0,0.3627323821876351,0.8667355371900827,2313,968
1,v2,0.2582618760682676,3.0,0.4014778325123153,0.8419421487603306,2030,968
1,v2,0.2582618760682676,4.0,0.43913285158421345,0.8161157024793388,1799,968
1,v2,0.2582618760682676,5.0,0.47450248756218905,0.7882231404958677,1608,968
1,v2,0.2582618760682676,6.0,0.5143456962911127,0.7592975206611571,1429,968
1,v2,0.2582618760682676,7.0,0.55625,0.7355371900826446,1280,968
1,v2,0.2582618760682676,8.0,0.5936151855047455,0.7107438016528925,1159,968
1,v2,0.2582618760682676,9.0,0.6224299065420561,0.6880165289256198,1070,968
1,v2,0.2582618760682676,10.0,0.6500508646998983,0.6601239669421488,983,968
1,v2,0.2582618760682676,11.0,0.6847345132743363,0.6394628099173554,904,968
1,v2,0.2582618760682676,12.0,0.7139451728247914,0.618801652892562,839,968
1,v2,0.2582618760682676,13.0,0.7349246231155779,0.6043388429752066,796,968
1,v2,0.2582618760682676,14.0,0.76,0.5888429752066116,750,968
1,v2,0.2582618760682676,15.0,0.7829787234042553,0.5702479338842975,705,968
1,v2,0.2582618760682676,16.0,0.8020989505247377,0.5526859504132231,667,968
1,v2,0.2582618760682676,17.0,0.8309409888357256,0.5382231404958677,627,968
1,v2,0.2582618760682676,18.0,0.8441127694859039,0.5258264462809917,603,968
1,v2,0.2582618760682676,19.0,0.8549222797927462,0.5113636363636364,579,968
1,v2,0.2582618760682676,20.0,0.8648648648648649,0.49586776859504134,555,968
1,v2,0.2582618760682676,21.0,0.8841121495327103,0.48863636363636365,535,968
1,v2,0.2582618760682676,22.0,0.8982725527831094,0.4834710743801653,521,968
1,v2,0.2582618760682676,23.0,0.9108910891089109,0.47520661157024796,505,968
1,v2,0.2582618760682676,24.0,0.9166666666666666,0.4659090909090909,492,968
1,v2,0.2582618760682676,25.0,0.9308176100628931,0.45867768595041325,477,968
1,v2,0.2582618760682676,26.0,0.9418103448275862,0.45144628099173556,464,968
1,v2,0.2582618760682676,27.0,0.9506726457399103,0.4380165289256198,446,968
1,v2,0.2582618760682676,28.0,0.9541284403669725,0.4297520661157025,436,968
1,v2,0.2582618760682676,29.0,0.9529411764705882,0.41838842975206614,425,968
1,v2,0.2582618760682676,30.0,0.9591346153846154,0.4121900826446281,416,968
1,v2,0.2582618760682676,31.0,0.9609756097560975,0.40702479338842973,410,968
1,v2,0.2582618760682676,32.0,0.964735516372796,0.3956611570247934,397,968
1,v2,0.2582618760682676,33.0,0.9665809768637532,0.3884297520661157,389,968
1,v2,0.2582618760682676,34.0,0.96875,0.384297520661157,384,968
1,v2,0.2582618760682676,35.0,0.9710526315789474,0.381198347107438,380,968
1,v2,0.2582618760682676,36.0,0.9731903485254692,0.375,373,968
1,v2,0.2582618760682676,37.0,0.9753424657534246,0.3677685950413223,365,968
1,v2,0.2582618760682676,38.0,0.9747191011235955,0.3584710743801653,356,968
1,v2,0.2582618760682676,39.0,0.9768115942028985,0.3481404958677686,345,968
1,v2,0.2582618760682676,40.0,0.9761194029850746,0.3378099173553719,335,968
2,ref,0.26430814869741054,0.0,0.31148097826086957,0.9243951612903226,2944,992
2,ref,0.26430814869741054,1.0,0.4068367838228214,0.8518145161290323,2077,992
2,ref,0.26430814869741054,2.0,0.518263266712612,0.7580645161290323,1451,992
2,ref,0.26430814869741054,3.0,0.6080218778486782,0.6723790322580645,1097,992
2,ref,0.26430814869741054,4.0,0.6927570093457944,0.5977822580645161,856,992
2,ref,0.26430814869741054,5.0,0.7656033287101248,0.5564516129032258,721,992
2,ref,0.26430814869741054,6.0,0.8377049180327869,0.5151209677419355,610,992
2,ref,0.26430814869741054,7.0,0.8884826325411335,0.4899193548387097,547,992
2,ref,0.26430814869741054,8.0,0.9236947791164659,0.4637096774193548,498,992
2,ref,0.26430814869741054,9.0,0.948936170212766,0.4495967741935484,470,992
2,ref,0.26430814869741054,10.0,0.9596412556053812,0.4314516129032258,446,992
2,ref,0.26430814869741054,11.0,0.971830985915493,0.4173387096774194,426,992
2,ref,0.26430814869741054,12.0,0.9828850855745721,0.40524193548387094,409,992
2,ref,0.26430814869741054,13.0,0.982367758186398,0.39314516129032256,397,992
2,ref,0.26430814869741054,14.0,0.989159891598916,0.36794354838709675,369,992
2,ref,0.26430814869741054,15.0,0.9943977591036415,0.35786290322580644,357,992
2,ref,0.26430814869741054,16.0,1.0,0.3407258064516129,338,992
2,ref,0.26430814869741054,17.0,1.0,0.3286290322580645,326,992
2,ref,0.26430814869741054,18.0,1.0,0.31955645161290325,317,992
2,ref,0.26430814869741054,19.0,1.0,0.3155241935483871,313,992
2,ref,0.26430814869741054,20.0,1.0,0.3074596774193548,305,992
2,ref,0.26430814869741054,21.0,1.0,0.29536290322580644,293,992
2,ref,0.26430814869741054,22.0,1.0,0.28830645161290325,286,992
2,ref,0.26430814869741054,23.0,1.0,0.2772177419354839,275,992
2,ref,0.26430814869741054,24.0,1.0,0.2701612903225806,268,992
2,ref,0.26430814869741054,25.0,1.0,0.2550403225806452,253,992
2,ref,0.26430814869741054,26.0,1.0,0.2368951612903226,235,992
2,ref,0.26430814869741054,27.0,1.0,0.22782258064516128,226,992
2,ref,0.26430814869741054,28.0,1.0,0.21774193548387097,216,992
2,ref,0.26430814869741054,29.0,1.0,0.20362903225806453,202,992
2,ref,0.26430814869741054,30.0,1.0,0.19556451612903225,194,992
2,ref,0.26430814869741054,31.0,1.0,0.1844758064516129,183,992
2,ref,0.26430814869741054,32.0,1.0,0.1743951612903226,173,992
2,ref,0.26430814869741054,33.0,1.0,0.16834677419354838,167,992
2,ref,0.26430814869741054,34.0,1.0,0.15221774193548387,151,992
2,ref,0.26430814869741054,35.0,1.0,0.14012096774193547,139,992
2,ref,0.26430814869741054,36.0,1.0,0.13407258064516128,133,992
2,ref,0.26430814869741054,37.0,1.0,0.12903225806451613,128,992
2,ref,0.26430814869741054,38.0,1.0,0.1219758064516129,121,992
2,ref,0.26430814869741054,39.0,1.0,0.11088709677419355,110,992
2,ref,0.26430814869741054,40.0,1.0,0.10584677419354839,105,992
2,v0,0.26430814869741054,0.0,0.293854033290653,0.9254032258064516,3124,992
2,v0,0.26430814869741054,1.0,0.40450538687561216,0.8326612903225806,2042,992
2,v0,0.26430814869741054,2.0,0.5263157894736842,0.7258064516129032,1368,992
2,v0,0.26430814869741054,3.0,0.6382536382536382,0.6189516129032258,962,992
2,v0,0.26430814869741054,4.0,0.7321196358907672,0.5675403225806451,769,992
2,v0,0.26430814869741054,5.0,0.8129952456418383,0.5171370967741935,631,992
2,v0,0.26430814869741054,6.0,0.8728971962616823,0.47076612903225806,535,992
2,v0,0.26430814869741054,7.0,0.8985200845665962,0.4284274193548387,473,992
2,v0,0.26430814869741054,8.0,0.9354838709677419,0.3800403225806452,403,992
2,v0,0.26430814869741054,9.0,0.9551820728291317,0.34375,357,992
2,v0,0.26430814869741054,10.0,0.9644012944983819,0.3004032258064516,309,992
2,v0,0.26430814869741054,11.0,0.9758064516129032,0.2439516129032258,248,992
2,v0,0.26430814869741054,12.0,0.9775280898876404,0.17540322580645162,178,992
2,v0,0.26430814869741054,13.0,0.9813084112149533,0.10584677419354839,107,992
2,v0,0.26430814869741054,14.0,1.0,0.06754032258064516,67,992
2,v0,0.26430814869741054,15.0,1.0,0.04334677419354839,43,992
2,v0,0.26430814869741054,16.0,1.0,0.03326612903225806,33,992
2,v0,0.26430814869741054,17.0,1.0,0.029233870967741934,29,992
2,v0,0.26430814869741054,18.0,1.0,0.02217741935483871,22,992
2,v0,0.26430814869741054,19.0,1.0,0.018145161290322582,18,992
2,v0,0.26430814869741054,20.0,1.0,0.017137096774193547,17,992
2,v0,0.26430814869741054,21.0,1.0,0.016129032258064516,16,992
2,v0,0.26430814869741054,22.0,1.0,0.014112903225806451,14,992
2,v0,0.26430814869741054,23.0,1.0,0.01310483870967742,13,992
2,v0,0.26430814869741054,24.0,1.0,0.012096774193548387,12,992
2,v0,0.26430814869741054,25.0,1.0,0.010080645161290322,10,992
2,v0,0.26430814869741054,26.0,1.0,0.010080645161290322,10,992
2,v0,0.26430814869741054,27.0,1.0,0.009072580645161291,9,992
2,v0,0.26430814869741054,28.0,1.0,0.008064516129032258,8,992
2,v0,0.26430814869741054,29.0,1.0,0.006048387096774193,6,992
2,v0,0.26430814869741054,30.0,1.0,0.005040322580645161,5,992
2,v0,0.26430814869741054,31.0,1.0,0.005040322580645161,5,992
2,v0,0.26430814869741054,32.0,1.0,0.0030241935483870967,3,992
2,v0,0.26430814869741054,33.0,1.0,0.0030241935483870967,3,992
2,v0,0.26430814869741054,34.0,1.0,0.0020161290322580645,2,992
2,v0,0.26430814869741054,35.0,1.0,0.0020161290322580645,2,992
2,v0,0.26430814869741054,36.0,1.0,0.0020161290322580645,2,992
2,v0,0.26430814869741054,37.0,1.0,0.0020161290322580645,2,992
2,v0,0.26430814869741054,38.0,1.0,0.0010080645161290322,1,992
2,v0,0.26430814869741054,39.0,0.0,0.0,0,992
2,v0,0.26430814869741054,40.0,0.0,0.0,0,992
2,v1,0.26430814869741054,0.0,0.2969105691056911,0.9203629032258065,3075,992
2,v1,0.26430814869741054,1.0,0.36978480456741325,0.8487903225806451,2277,992
2,v1,0.26430814869741054,2.0,0.4435045317220544,0.7399193548387096,1655,992
2,v1,0.26430814869741054,3.0,0.515748031496063,0.6602822580645161,1270,992
2,v1,0.26430814869741054,4.0,0.5946215139442231,0.6018145161290323,1004,992
2,v1,0.26430814869741054,5.0,0.6683417085427136,0.5362903225806451,796,992
2,v1,0.26430814869741054,6.0,0.7249240121580547,0.4808467741935484,658,992
2,v1,0.26430814869741054,7.0,0.7715827338129496,0.4324596774193548,556,992
2,v1,0.26430814869741054,8.0,0.8224101479915433,0.39213709677419356,473,992
2,v1,0.26430814869741054,9.0,0.8687350835322196,0.36693548387096775,419,992
2,v1,0.26430814869741054,10.0,0.889487870619946,0.3326612903225806,371,992
2,v1,0.26430814869741054,11.0,0.9054878048780488,0.29939516129032256,328,992
2,v1,0.26430814869741054,12.0,0.9263157894736842,0.2661290322580645,285,992
2,v1,0.26430814869741054,13.0,0.9459459459459459,0.2469758064516129,259,992
2,v1,0.26430814869741054,14.0,0.9578059071729957,0.2288306451612903,237,992
2,v1,0.26430814869741054,15.0,0.9656862745098039,0.19858870967741934,204,992
2,v1,0.26430814869741054,16.0,0.9779005524861878,0.17842741935483872,181,992
2,v1,0.26430814869741054,17.0,0.9807692307692307,0.15423387096774194,156,992
2,v1,0.26430814869741054,18.0,0.9791666666666666,0.14213709677419356,144,992
2,v1,0.26430814869741054,19.0,0.9918032786885246,0.1219758064516129,122,992
2,v1,0.26430814869741054,20.0,0.9904761904761905,0.10483870967741936,105,992
2,v1,0.26430814869741054,21.0,1.0,0.08870967741935484,88,992
2,v1,0.26430814869741054,22.0,1.0,0.07661290322580645,76,992
2,v1,0.26430814869741054,23.0,1.0,0.0655241935483871,65,992
2,v1,0.26430814869741054,24.0,1.0,0.05846774193548387,58,992
2,v1,0.26430814869741054,25.0,1.0,0.055443548387096774,55,992
2,v1,0.26430814869741054,26.0,1.0,0.047379032258064516,47,992
2,v1,0.26430814869741054,27.0,1.0,0.04233870967741935,42,992
2,v1,0.26430814869741054,28.0,1.0,0.03931451612903226,39,992
2,v1,0.26430814869741054,29.0,1.0,0.03528225806451613,35,992
2,v1,0.26430814869741054,30.0,1.0,0.03024193548387097,30,992
2,v1,0.26430814869741054,31.0,1.0,0.029233870967741934,29,992
2,v1,0.26430814869741054,32.0,1.0,0.02620967741935484,26,992
2,v1,0.26430814869741054,33.0,1.0,0.024193548387096774,24,992
2,v1,0.26430814869741054,34.0,1.0,0.02217741935483871,22,992
2,v1,0.26430814869741054,35.0,1.0,0.019153225806451613,19,992
2,v1,0.26430814869741054,36.0,1.0,0.017137096774193547,17,992
2,v1,0.26430814869741054,37.0,1.0,0.015120967741935484,15,992
2,v1,0.26430814869741054,38.0,1.0,0.014112903225806451,14,992
2,v1,0.26430814869741054,39.0,1.0,0.010080645161290322,10,992
2,v1,0.26430814869741054,40.0,1.0,0.007056451612903226,7,992
2,v2,0.26430814869741054,0.0,0.29792072774528916,0.9243951612903226,3078,992
2,v2,0.26430814869741054,1.0,0.33054240990171097,0.9153225806451613,2747,992
2,v2,0.26430814869741054,2.0,0.3618339529120198,0.8830645161290323,2421,992
2,v2,0.26430814869741054,3.0,0.3936120244246125,0.844758064516129,2129,992
2,v2,0.26430814869741054,4.0,0.42857142857142855,0.813508064516129,1883,992
2,v2,0.26430814869741054,5.0,0.4629294755877034,0.7741935483870968,1659,992
2,v2,0.26430814869741054,6.0,0.5003371544167229,0.7479838709677419,1483,992
2,v2,0.26430814869741054,7.0,0.531039640987285,0.7157258064516129,1337,992
2,v2,0.26430814869741054,8.0,0.5580246913580247,0.6834677419354839,1215,992
2,v2,0.26430814869741054,9.0,0.5943992773261066,0.6633064516129032,1107,992
2,v2,0.26430814869741054,10.0,0.6189536031589339,0.6320564516129032,1013,992
2,v2,0.26430814869741054,11.0,0.6450584484590861,0.6118951612903226,941,992
2,v2,0.26430814869741054,12.0,0.6777905638665133,0.59375,869,992
2,v2,0.26430814869741054,13.0,0.7083854818523154,0.5705645161290323,799,992
2,v2,0.26430814869741054,14.0,0.7411444141689373,0.5483870967741935,734,992
2,v2,0.26430814869741054,15.0,0.7597684515195369,0.5292338709677419,691,992
2,v2,0.26430814869741054,16.0,0.7844036697247706,0.5171370967741935,654,992
2,v2,0.26430814869741054,17.0,0.8032520325203252,0.49798387096774194,615,992
2,v2,0.26430814869741054,18.0,0.8239316239316239,0.48588709677419356,585,992
2,v2,0.26430814869741054,19.0,0.8516483516483516,0.46875,546,992
2,v2,0.26430814869741054,20.0,0.8683206106870229,0.4586693548387097,524,992
2,v2,0.26430814869741054,21.0,0.8747553816046967,0.45060483870967744,511,992
2,v2,0.26430814869741054,22.0,0.8879837067209776,0.43951612903225806,491,992
2,v2,0.26430814869741054,23.0,0.893970893970894,0.4334677419354839,481,992
2,v2,0.26430814869741054,24.0,0.9012875536480687,0.42338709677419356,466,992
2,v2,0.26430814869741054,25.0,0.9068736141906873,0.4122983870967742,451,992
2,v2,0.26430814869741054,26.0,0.9113636363636364,0.40423387096774194,440,992
2,v2,0.26430814869741054,27.0,0.916083916083916,0.3961693548387097,429,992
2,v2,0.26430814869741054,28.0,0.9199029126213593,0.38205645161290325,412,992
2,v2,0.26430814869741054,29.0,0.9177057356608479,0.3709677419354839,401,992
2,v2,0.26430814869741054,30.0,0.9213197969543148,0.3659274193548387,394,992
2,v2,0.26430814869741054,31.0,0.9354005167958657,0.3649193548387097,387,992
2,v2,0.26430814869741054,32.0,0.937007874015748,0.3598790322580645,381,992
2,v2,0.26430814869741054,33.0,0.9508196721311475,0.35080645161290325,366,992
2,v2,0.26430814869741054,34.0,0.9577464788732394,0.34274193548387094,355,992
2,v2,0.26430814869741054,35.0,0.9651162790697675,0.3346774193548387,344,992
2,v2,0.26430814869741054,36.0,0.9672619047619048,0.3276209677419355,336,992
2,v2,0.26430814869741054,37.0,0.9698795180722891,0.3245967741935484,332,992
2,v2,0.26430814869741054,38.0,0.9781931464174455,0.3165322580645161,321,992
2,v2,0.26430814869741054,39.0,0.9807692307692307,0.3084677419354839,312,992
2,v2,0.26430814869741054,40.0,0.9868421052631579,0.3024193548387097,304,992
3,ref,0.2704959730463135,0.0,0.2968965517241379,0.917910447761194,2900,938
3,ref,0.2704959730463135,1.0,0.4040712468193384,0.8464818763326226,1965,938
3,ref,0.2704959730463135,2.0,0.5233853006681515,0.7515991471215352,1347,938
3,ref,0.2704959730463135,3.0,0.6380670611439843,0.6897654584221748,1014,938
3,ref,0.2704959730463135,4.0,0.7267156862745098,0.6321961620469083,816,938
3,ref,0.2704959730463135,5.0,0.8152011922503726,0.5831556503198294,671,938
3,ref,0.2704959730463135,6.0,0.8758620689655172,0.5415778251599147,580,938
3,ref,0.2704959730463135,7.0,0.9185606060606061,0.5170575692963753,528,938
3,ref,0.2704959730463135,8.0,0.9508196721311475,0.4946695095948827,488,938
3,ref,0.2704959730463135,9.0,0.9737991266375546,0.47547974413646055,458,938
3,ref,0.2704959730463135,10.0,0.9815668202764977,0.4541577825159915,434,938
3,ref,0.2704959730463135,11.0,0.9880382775119617,0.44029850746268656,418,938
3,ref,0.2704959730463135,12.0,1.0,0.4253731343283582,399,938
3,ref,0.2704959730463135,13.0,1.0,0.40191897654584224,377,938
3,ref,0.2704959730463135,14.0,1.0,0.38486140724946694,361,938
3,ref,0.2704959730463135,15.0,1.0,0.3742004264392324,351,938
3,ref,0.2704959730463135,16.0,1.0,0.3646055437100213,342,938
3,ref,0.2704959730463135,17.0,1.0,0.3582089552238806,336,938
3,ref,0.2704959730463135,18.0,1.0,0.35394456289978676,332,938
3,ref,0.2704959730463135,19.0,1.0,0.3443496801705757,323,938
3,ref,0.2704959730463135,20.0,1.0,0.3368869936034115,316,938
3,ref,0.2704959730463135,21.0,1.0,0.3251599147121535,305,938
3,ref,0.2704959730463135,22.0,1.0,0.31130063965884863,292,938
3,ref,0.2704959730463135,23.0,1.0,0.29637526652452023,278,938
3,ref,0.2704959730463135,24.0,1.0,0.28251599147121537,265,938
3,ref,0.2704959730463135,25.0,1.0,0.27505330490405117,258,938
3,ref,0.2704959730463135,26.0,1.0,0.25906183368869934,243,938
3,ref,0.2704959730463135,27.0,1.0,0.2515991471215352,236,938
3,ref,0.2704959730463135,28.0,1.0,0.244136460554371,229,938
3,ref,0.2704959730463135,29.0,1.0,0.2281449893390192,214,938
3,ref,0.2704959730463135,30.0,1.0,0.21535181236673773,202,938
3,ref,0.2704959730463135,31.0,1.0,0.2025586353944563,190,938
3,ref,0.2704959730463135,32.0,1.0,0.1908315565031983,179,938
3,ref,0.2704959730463135,33.0,1.0,0.18550106609808104,174,938
3,ref,0.2704959730463135,34.0,1.0,0.17697228144989338,166,938
3,ref,0.2704959730463135,35.0,1.0,0.16631130063965885,156,938
3,ref,0.2704959730463135,36.0,1.0,0.15671641791044777,147,938
3,ref,0.2704959730463135,37.0,1.0,0.15031982942430705,141,938
3,ref,0.2704959730463135,38.0,1.0,0.13646055437100213,128,938
3,ref,0.2704959730463135,39.0,1.0,0.13113006396588486,123,938
3,ref,0.2704959730463135,40.0,1.0,0.12153518123667377,114,938
3,v0,0.2704959730463135,0.0,0.2833715972449984,0.9211087420042644,3049,938
